file,line,how,label,url,domain,label_domain_hint,context
/workspace/nvc-app/needs/acceptance/index.html,1180,html_anchor,evolutionary psychology study noting that social acceptance cues indicate safety and resource sharing,https://doi.org/10.1177/0146167203262085,doi.org,,evolutionary psychology study noting that social acceptance cues indicate safety and resource sharing
/workspace/nvc-app/needs/acceptance/index.html,1180,html_anchor,review detailing how social exclusion and loneliness harm psychological and physical health,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1000316,journals.plos.org,,review detailing how social exclusion and loneliness harm psychological and physical health
/workspace/nvc-app/needs/accomplishment/index.html,1180,html_anchor,Self-determination theory research: competence/mastery as a basic psychological need,https://pubmed.ncbi.nlm.nih.gov/11392867/,pubmed.ncbi.nlm.nih.gov,,Self-determination theory research: competence/mastery as a basic psychological need
/workspace/nvc-app/needs/accomplishment/index.html,1180,html_anchor,review on intrinsic reward of mastery and skill development,https://pmc.ncbi.nlm.nih.gov/articles/PMC5364176/,pmc.ncbi.nlm.nih.gov,,review on intrinsic reward of mastery and skill development
/workspace/nvc-app/needs/accountability/index.html,1180,html_anchor,theory of social safety emphasizing reliable social bonds and trust,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7213777/,www.ncbi.nlm.nih.gov,,theory of social safety emphasizing reliable social bonds and trust
/workspace/nvc-app/needs/accountability/index.html,1180,html_anchor,discussion of accountability and trust in healthcare teams,https://bmchealthservres.biomedcentral.com/articles/10.1186/s12913-023-10035-3,bmchealthservres.biomedcentral.com,,discussion of accountability and trust in healthcare teams
/workspace/nvc-app/needs/accountability/index.html,1180,html_anchor,Journal of Applied Psychology meta-analysis connecting accountability and team performance,https://onlinelibrary.wiley.com/doi/abs/10.1111/apps.12008,onlinelibrary.wiley.com,,Journal of Applied Psychology meta-analysis connecting accountability and team performance
/workspace/nvc-app/needs/acknowledgement/index.html,1180,html_anchor,HBR article on the impact of recognition on morale and cooperation,https://pure.eur.nl/files/73371826/Repub_122313.pdf,pure.eur.nl,,HBR article on the impact of recognition on morale and cooperation
/workspace/nvc-app/needs/acknowledgement/index.html,1180,html_anchor,research showing that acknowledgment and feedback increase teamwork and retention,https://onlinelibrary.wiley.com/doi/full/10.1002/job.2624,onlinelibrary.wiley.com,,research showing that acknowledgment and feedback increase teamwork and retention
/workspace/nvc-app/needs/act-freely/index.html,1180,html_anchor,Harvard Business Review – Teresa Amabile – emphasizing that autonomy and freedom in how work is done fosters creativity and innovation,https://hbr.org/1998/09/how-to-kill-creativity,hbr.org,,Harvard Business Review – Teresa Amabile – emphasizing that autonomy and freedom in how work is done fosters creativity and innovation
/workspace/nvc-app/needs/act-freely/index.html,1180,html_anchor,"research linking flexible, autonomous work environments to stronger adaptability and performance",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6627190/,www.ncbi.nlm.nih.gov,,"research linking flexible, autonomous work environments to stronger adaptability and performance"
/workspace/nvc-app/needs/appreciation/index.html,1181,html_anchor,Cross-cultural: gratitude relates to prosocial behavior and relationship benefits,https://pmc.ncbi.nlm.nih.gov/articles/PMC7265817/,pmc.ncbi.nlm.nih.gov,,Cross-cultural: gratitude relates to prosocial behavior and relationship benefits
/workspace/nvc-app/needs/appreciation/index.html,1181,html_anchor,Meta-analysis: gratitude → prosocial behavior,https://pubmed.ncbi.nlm.nih.gov/28406659/,pubmed.ncbi.nlm.nih.gov,,Meta-analysis: gratitude → prosocial behavior
/workspace/nvc-app/needs/appreciation/index.html,1181,html_anchor,Theory: gratitude strengthens relationships (Find–Remind–Bind),https://compass.onlinelibrary.wiley.com/doi/10.1111/j.1751-9004.2012.00439.x,compass.onlinelibrary.wiley.com,,Theory: gratitude strengthens relationships (Find–Remind–Bind)
/workspace/nvc-app/needs/appreciation/index.html,1181,html_anchor,Experiment: gratitude increases costly helping,https://pubmed.ncbi.nlm.nih.gov/16623689/,pubmed.ncbi.nlm.nih.gov,,Experiment: gratitude increases costly helping
/workspace/nvc-app/needs/appreciation/index.html,1181,html_anchor,cross-cultural research showing gratitude practices strengthen trust and social connection,https://pmc.ncbi.nlm.nih.gov/articles/PMC8600914/,pmc.ncbi.nlm.nih.gov,,cross-cultural research showing gratitude practices strengthen trust and social connection
/workspace/nvc-app/needs/authenticity/index.html,1180,html_anchor,meta-analysis linking authenticity with higher self-esteem and relationship satisfaction,https://www.frontiersin.org/articles/10.3389/fpsyg.2016.01052/full,www.frontiersin.org,,meta-analysis linking authenticity with higher self-esteem and relationship satisfaction
/workspace/nvc-app/needs/authenticity/index.html,1180,html_anchor,research on how behaving in line with one’s true self reduces stress and confusion in social interactions,https://psycnet.apa.org/record/2006-06108-007,psycnet.apa.org,,research on how behaving in line with one’s true self reduces stress and confusion in social interactions
/workspace/nvc-app/needs/autonomy/index.html,1180,html_anchor,"Self-Determination Theory review, highlighting autonomy as a basic need for well-being",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3602424/,www.ncbi.nlm.nih.gov,,"Self-Determination Theory review, highlighting autonomy as a basic need for well-being"
/workspace/nvc-app/needs/autonomy/index.html,1180,html_anchor,"Deci & Ryan, 2000 – seminal paper on autonomy’s role in motivation",https://pubmed.ncbi.nlm.nih.gov/11392867/,pubmed.ncbi.nlm.nih.gov,,"Deci & Ryan, 2000 – seminal paper on autonomy’s role in motivation"
/workspace/nvc-app/needs/beauty/index.html,1180,html_anchor,"Canadian Psychological Association – nature exposure improves attention, mood, and stress recovery",https://www.sciencedirect.com/science/article/pii/S0013935118303323,www.sciencedirect.com,,"Canadian Psychological Association – nature exposure improves attention, mood, and stress recovery"
/workspace/nvc-app/needs/beauty/index.html,1180,html_anchor,study linking exposure to aesthetically pleasing natural environments with cognitive benefits and stress reduction,https://journals.sagepub.com/doi/10.1177/0956797612464121,journals.sagepub.com,,study linking exposure to aesthetically pleasing natural environments with cognitive benefits and stress reduction
/workspace/nvc-app/needs/belonging/index.html,1180,html_anchor,Review summarizing belonging as vital for health and longevity,https://pmc.ncbi.nlm.nih.gov/articles/PMC8095671/,pmc.ncbi.nlm.nih.gov,,Review summarizing belonging as vital for health and longevity
/workspace/nvc-app/needs/calm/index.html,1180,html_anchor,review on stress recovery and its effects on cognitive function and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6438088/,www.ncbi.nlm.nih.gov,,review on stress recovery and its effects on cognitive function and health
/workspace/nvc-app/needs/calm/index.html,1180,html_anchor,APA press release: chronic stress impairs executive function; recovery improves regulation,https://www.apa.org/news/press/releases/2016/07/chronic-stress,www.apa.org,,APA press release: chronic stress impairs executive function; recovery improves regulation
/workspace/nvc-app/needs/causality/index.html,1180,html_anchor,research on how humans form causal models to reduce uncertainty and guide decisions,https://www.nature.com/articles/s41562-019-0766-4,www.nature.com,,research on how humans form causal models to reduce uncertainty and guide decisions
/workspace/nvc-app/needs/causality/index.html,1180,html_anchor,discussion on the brain’s drive to predict and the stress of uncertainty,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3694083/,www.ncbi.nlm.nih.gov,,discussion on the brain’s drive to predict and the stress of uncertainty
/workspace/nvc-app/needs/choice/index.html,1180,html_anchor,research showing having choices that align with one’s values increases satisfaction and perceived autonomy,https://psycnet.apa.org/doi/10.1037/0022-3514.76.3.482,psycnet.apa.org,,research showing having choices that align with one’s values increases satisfaction and perceived autonomy
/workspace/nvc-app/needs/choice/index.html,1180,html_anchor,study on choice and perceived control contributing to stress reduction and flexibility,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3267932/,www.ncbi.nlm.nih.gov,,study on choice and perceived control contributing to stress reduction and flexibility
/workspace/nvc-app/needs/choose-freely/index.html,1180,html_anchor,Study linking meaningful choice opportunities with stronger motivation and well-being,https://pubmed.ncbi.nlm.nih.gov/1011073/,pubmed.ncbi.nlm.nih.gov,,Study linking meaningful choice opportunities with stronger motivation and well-being
/workspace/nvc-app/needs/choose-freely/index.html,1180,html_anchor,Deci & Ryan (2000) self-determination theory review on autonomy,https://pubmed.ncbi.nlm.nih.gov/11392867/,pubmed.ncbi.nlm.nih.gov,,Deci & Ryan (2000) self-determination theory review on autonomy
/workspace/nvc-app/needs/clarity/index.html,1180,html_anchor,discussion on how clarity reduces cognitive load and errors,https://www.sciencedirect.com/science/article/abs/pii/S095947521100018X,www.sciencedirect.com,,discussion on how clarity reduces cognitive load and errors
/workspace/nvc-app/needs/clarity/index.html,1180,html_anchor,"healthcare data: 80% of serious errors result from miscommunication, illustrating the cost of lack of clarity",https://qualitysafety.bmj.com/content/13/5/330,qualitysafety.bmj.com,,"healthcare data: 80% of serious errors result from miscommunication, illustrating the cost of lack of clarity"
/workspace/nvc-app/needs/closeness/index.html,1180,html_anchor,Canadian Psychological Association – secure attachment helps children cope with stress and fosters healthy development,https://doi.org/10.1146/annurev.psych.58.110405.085646,doi.org,,Canadian Psychological Association – secure attachment helps children cope with stress and fosters healthy development
/workspace/nvc-app/needs/closeness/index.html,1180,html_anchor,study showing emotionally supportive partners dampen stress responses and aid recovery,https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01539/full,www.frontiersin.org,,study showing emotionally supportive partners dampen stress responses and aid recovery
/workspace/nvc-app/needs/commitment/index.html,1180,html_anchor,research on commitment in relationships and teams contributing to long-term success and trust,https://psycnet.apa.org/record/1997-04604-006,psycnet.apa.org,,research on commitment in relationships and teams contributing to long-term success and trust
/workspace/nvc-app/needs/commitment/index.html,1180,html_anchor,study linking commitment to goals with improved goal achievement and group momentum,https://www.sciencedirect.com/science/article/pii/S0010027725002276,www.sciencedirect.com,,study linking commitment to goals with improved goal achievement and group momentum
/workspace/nvc-app/needs/community/index.html,1180,html_anchor,"anthropological perspective on humans as ultra-social, surviving via community cooperation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6232274/,www.ncbi.nlm.nih.gov,,"anthropological perspective on humans as ultra-social, surviving via community cooperation"
